ORDERNUMBER,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,PRICEEACH,SALES,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,STATE,TERRITORY,YEAR,MONTH,REVENUE
10311,2004-10-16,Shipped,Vintage Cars,41,81.91,3358.31,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,10,3358.31
10332,2004-11-17,Shipped,Vintage Cars,50,100.0,7310.0,"AV Stores, Co.",Manchester,UK,Large,Unknown,EMEA,2004,11,5000.0
10344,2004-11-25,Shipped,Vintage Cars,21,100.0,2203.11,Marseille Mini Autos,Marseille,FRANCE,Small,Unknown,EMEA,2004,11,2100.0
10367,2005-01-12,Resolved,Vintage Cars,43,62.72,2696.96,Toys4GrownUps.com,Pasadena,USA,Small,CA,Unknown,2005,1,2696.96
10380,2005-02-16,Shipped,Vintage Cars,32,100.0,3376.64,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,3200.0
10407,2005-04-22,On Hold,Vintage Cars,6,90.19,541.14,The Sharp Gifts Warehouse,San Jose,USA,Small,CA,Unknown,2005,4,541.14
10420,2005-05-29,In Process,Vintage Cars,66,92.95,6134.7,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2005,5,6134.7
10105,2003-02-11,Shipped,Vintage Cars,41,82.5,3382.5,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2003,2,3382.5
10117,2003-04-16,Shipped,Vintage Cars,23,97.42,2240.66,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Small,Unknown,Japan,2003,4,2240.66
10128,2003-06-06,Shipped,Vintage Cars,43,92.16,3962.88,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,6,3962.8799999999997
10142,2003-08-08,Shipped,Vintage Cars,24,70.22,1685.28,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,8,1685.28
10153,2003-09-28,Shipped,Vintage Cars,22,83.38,1834.36,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,9,1834.36
10166,2003-10-21,Shipped,Vintage Cars,26,73.73,1916.98,FunGiftIdeas.com,New Bedford,USA,Small,MA,Unknown,2003,10,1916.98
10177,2003-11-07,Shipped,Vintage Cars,35,74.6,2611.0,CAF Imports,Madrid,SPAIN,Small,Unknown,EMEA,2003,11,2611.0
10185,2003-11-14,Shipped,Vintage Cars,47,77.24,3630.28,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2003,11,3630.2799999999997
10197,2003-11-26,Shipped,Vintage Cars,50,100.0,5090.5,Enaco Distributors,Barcelona,SPAIN,Medium,Unknown,EMEA,2003,11,5000.0
10208,2004-01-02,Shipped,Vintage Cars,45,87.77,3949.65,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2004,1,3949.6499999999996
10221,2004-02-18,Shipped,Vintage Cars,39,89.53,3491.67,Petit Auto,Bruxelles,BELGIUM,Medium,Unknown,EMEA,2004,2,3491.67
10232,2004-03-20,Shipped,Vintage Cars,23,89.53,2059.19,giftsbymail.co.uk,Cowes,UK,Small,Isle of Wight,EMEA,2004,3,2059.19
10248,2004-05-07,Cancelled,Vintage Cars,42,75.48,3170.16,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,5,3170.1600000000003
10261,2004-06-17,Shipped,Vintage Cars,20,89.53,1790.6,Quebec Home Shopping Network,Montreal,CANADA,Small,Quebec,Unknown,2004,6,1790.6
10273,2004-07-21,Shipped,Vintage Cars,33,71.09,2345.97,Petit Auto,Bruxelles,BELGIUM,Small,Unknown,EMEA,2004,7,2345.9700000000003
10283,2004-08-20,Shipped,Vintage Cars,34,100.0,3580.88,"Royal Canadian Collectables, Ltd.",Tsawassen,CANADA,Medium,BC,Unknown,2004,8,3400.0
10293,2004-09-09,Shipped,Vintage Cars,49,100.0,4946.06,Amica Models & Co.,Torino,ITALY,Medium,Unknown,EMEA,2004,9,4900.0
10306,2004-10-14,Shipped,Vintage Cars,39,90.4,3525.6,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,10,3525.6000000000004
10315,2004-10-29,Shipped,Vintage Cars,36,100.0,3602.16,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2004,10,3600.0
10326,2004-11-09,Shipped,Vintage Cars,50,86.01,4300.5,"Volvo Model Replicas, Co",Lule,SWEDEN,Medium,Unknown,EMEA,2004,11,4300.5
10337,2004-11-21,Shipped,Vintage Cars,29,100.0,4498.19,Classic Legends Inc.,NYC,USA,Medium,NY,Unknown,2004,11,2900.0
10350,2004-12-02,Shipped,Vintage Cars,30,100.0,3023.1,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,12,3000.0
10372,2005-01-26,Shipped,Vintage Cars,41,86.89,3562.49,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2005,1,3562.4900000000002
10383,2005-02-22,Shipped,Vintage Cars,28,58.58,1640.24,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,2,1640.24
10396,2005-03-23,Shipped,Vintage Cars,45,100.0,4739.4,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,4500.0
10414,2005-05-06,On Hold,Vintage Cars,16,75.48,1207.68,Gifts4AllAges.com,Boston,USA,Small,MA,Unknown,2005,5,1207.68
10103,2003-01-29,Shipped,Trucks and Buses,36,100.0,4228.2,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2003,1,3600.0
10114,2003-04-01,Shipped,Trucks and Buses,41,100.0,4815.45,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2003,4,4100.0
10126,2003-05-28,Shipped,Trucks and Buses,50,100.0,7083.0,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Large,Unknown,EMEA,2003,5,5000.0
10140,2003-07-24,Shipped,Trucks and Buses,40,100.0,4601.2,Technics Stores Inc.,Burlingame,USA,Medium,CA,Unknown,2003,7,4000.0
10150,2003-09-19,Shipped,Trucks and Buses,49,100.0,6467.02,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,9,4900.0
10164,2003-10-21,Resolved,Trucks and Buses,45,100.0,5012.55,Mini Auto Werke,Graz,AUSTRIA,Medium,Unknown,EMEA,2003,10,4500.0
10175,2003-11-06,Shipped,Trucks and Buses,47,100.0,5121.59,"Stylish Desk Decors, Co.",London,UK,Medium,Unknown,EMEA,2003,11,4700.0
10183,2003-11-13,Shipped,Trucks and Buses,21,100.0,2441.04,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,PA,Unknown,2003,11,2100.0
10194,2003-11-25,Shipped,Trucks and Buses,32,100.0,4262.08,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2003,11,3200.0
10207,2003-12-09,Shipped,Trucks and Buses,47,100.0,6658.02,Diecast Collectables,Boston,USA,Medium,MA,Unknown,2003,12,4700.0
10217,2004-02-04,Shipped,Trucks and Buses,38,100.0,4509.08,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,2,3800.0
10229,2004-03-11,Shipped,Trucks and Buses,41,100.0,4716.23,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,3,4100.0
10245,2004-05-04,Shipped,Trucks and Buses,21,100.0,2390.22,Super Scale Inc.,New Haven,USA,Small,CT,Unknown,2004,5,2100.0
10259,2004-06-15,Shipped,Trucks and Buses,41,100.0,4666.62,Handji Gifts& Co,Singapore,SINGAPORE,Medium,Unknown,APAC,2004,6,4100.0
10270,2004-07-19,Shipped,Trucks and Buses,38,100.0,5383.08,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2004,7,3800.0
10281,2004-08-19,Shipped,Trucks and Buses,25,99.29,2482.25,Diecast Classics Inc.,Allentown,USA,Small,PA,Unknown,2004,8,2482.25
10291,2004-09-08,Shipped,Trucks and Buses,48,100.0,5288.64,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2004,9,4800.0
10305,2004-10-13,Shipped,Trucks and Buses,22,99.29,2184.38,Marta's Replicas Co.,Cambridge,USA,Small,MA,Unknown,2004,10,2184.38
10313,2004-10-22,Shipped,Trucks and Buses,28,100.0,2881.76,Canadian Gift Exchange Network,Vancouver,CANADA,Small,BC,Unknown,2004,10,2800.0
10323,2004-11-05,Shipped,Trucks and Buses,47,100.0,6203.06,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2004,11,4700.0
10334,2004-11-19,On Hold,Trucks and Buses,49,100.0,6763.47,"Volvo Model Replicas, Co",Lule,SWEDEN,Medium,Unknown,EMEA,2004,11,4900.0
10347,2004-11-29,Shipped,Trucks and Buses,45,100.0,5884.65,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,4500.0
10357,2004-12-10,Shipped,Trucks and Buses,28,100.0,3559.64,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,12,2800.0
10370,2005-01-20,Shipped,Trucks and Buses,29,57.53,1668.37,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2005,1,1668.3700000000001
10382,2005-02-17,Shipped,Trucks and Buses,39,100.0,4890.6,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,2,3900.0
10411,2005-05-01,Shipped,Trucks and Buses,46,100.0,5235.72,Quebec Home Shopping Network,Montreal,CANADA,Medium,Quebec,Unknown,2005,5,4600.0
10425,2005-05-31,In Process,Trucks and Buses,38,100.0,4325.16,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,5,3800.0
10103,2003-01-29,Shipped,Vintage Cars,41,47.29,1938.89,Baane Mini Imports,Stavern,NORWAY,Small,Unknown,EMEA,2003,1,1938.8899999999999
10113,2003-03-26,Shipped,Vintage Cars,50,49.81,2490.5,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,3,2490.5
10126,2003-05-28,Shipped,Vintage Cars,43,53.83,2314.69,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2003,5,2314.69
10140,2003-07-24,Shipped,Vintage Cars,29,43.27,1254.83,Technics Stores Inc.,Burlingame,USA,Small,CA,Unknown,2003,7,1254.8300000000002
10150,2003-09-19,Shipped,Vintage Cars,30,42.76,1282.8,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Small,Unknown,Japan,2003,9,1282.8
10164,2003-10-21,Resolved,Vintage Cars,25,53.83,1345.75,Mini Auto Werke,Graz,AUSTRIA,Small,Unknown,EMEA,2003,10,1345.75
10174,2003-11-06,Shipped,Vintage Cars,49,44.78,2194.22,"Australian Gift Network, Co",South Brisbane,AUSTRALIA,Small,Queensland,APAC,2003,11,2194.2200000000003
10183,2003-11-13,Shipped,Vintage Cars,40,49.3,1972.0,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,PA,Unknown,2003,11,1972.0
10194,2003-11-25,Shipped,Vintage Cars,41,44.78,1835.98,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2003,11,1835.98
10206,2003-12-05,Shipped,Vintage Cars,21,53.33,1119.93,Canadian Gift Exchange Network,Vancouver,CANADA,Small,BC,Unknown,2003,12,1119.93
10215,2004-01-29,Shipped,Vintage Cars,46,45.28,2082.88,West Coast Collectables Co.,Burbank,USA,Small,CA,Unknown,2004,1,2082.88
10229,2004-03-11,Shipped,Vintage Cars,39,40.25,1569.75,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,3,1569.75
10245,2004-05-04,Shipped,Vintage Cars,45,59.87,2694.15,Super Scale Inc.,New Haven,USA,Small,CT,Unknown,2004,5,2694.15
10258,2004-06-15,Shipped,Vintage Cars,21,59.87,1257.27,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Small,Tokyo,Japan,2004,6,1257.27
10270,2004-07-19,Shipped,Vintage Cars,44,58.36,2567.84,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2004,7,2567.84
10281,2004-08-19,Shipped,Vintage Cars,44,59.87,2634.28,Diecast Classics Inc.,Allentown,USA,Small,PA,Unknown,2004,8,2634.2799999999997
10291,2004-09-08,Shipped,Vintage Cars,29,51.82,1502.78,Scandinavian Gift Ideas,Boras,SWEDEN,Small,Unknown,EMEA,2004,9,1502.78
10304,2004-10-11,Shipped,Vintage Cars,34,49.3,1676.2,Auto Assoc. & Cie.,Versailles,FRANCE,Small,Unknown,EMEA,2004,10,1676.1999999999998
10312,2004-10-21,Shipped,Vintage Cars,39,56.85,2217.15,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,10,2217.15
10324,2004-11-05,Shipped,Vintage Cars,38,100.0,6832.02,Vitachrome Inc.,NYC,USA,Medium,NY,Unknown,2004,11,3800.0
10333,2004-11-18,Shipped,Vintage Cars,24,79.86,1916.64,Mini Wheels Co.,San Francisco,USA,Small,CA,Unknown,2004,11,1916.6399999999999
10348,2004-11-01,Shipped,Vintage Cars,29,100.0,7110.8,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Large,Unknown,EMEA,2004,11,2900.0
10358,2004-12-10,Shipped,Vintage Cars,30,100.0,5302.8,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,12,3000.0
10370,2005-01-20,Shipped,Vintage Cars,20,100.0,2730.0,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2005,1,2000.0
10382,2005-02-17,Shipped,Vintage Cars,39,100.0,7827.3,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2005,2,3900.0
10411,2005-05-01,Shipped,Vintage Cars,35,59.87,2095.45,Quebec Home Shopping Network,Montreal,CANADA,Small,Quebec,Unknown,2005,5,2095.45
10424,2005-05-31,In Process,Vintage Cars,26,59.87,1556.62,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,5,1556.62
10108,2003-03-03,Shipped,Classic Cars,44,100.0,5565.12,Cruz & Sons Co.,Makati City,PHILIPPINES,Medium,Unknown,Japan,2003,3,4400.0
10122,2003-05-08,Shipped,Classic Cars,28,100.0,3583.16,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2003,5,2800.0
10135,2003-07-02,Shipped,Classic Cars,31,100.0,4705.18,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,7,3100.0
10146,2003-09-03,Shipped,Classic Cars,29,100.0,4444.54,Gift Ideas Corp.,Glendale,USA,Medium,CT,Unknown,2003,9,2900.0
10159,2003-10-10,Shipped,Classic Cars,32,100.0,4618.88,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2003,10,3200.0
10169,2003-11-04,Shipped,Classic Cars,33,100.0,4910.4,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2003,11,3300.0
10180,2003-11-11,Shipped,Classic Cars,44,100.0,5565.12,Daedalus Designs Imports,Lille,FRANCE,Medium,Unknown,EMEA,2003,11,4400.0
10191,2003-11-20,Shipped,Classic Cars,32,100.0,4237.76,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2003,11,3200.0
10211,2004-01-15,Shipped,Classic Cars,41,100.0,5673.58,Auto Canal Petit,Paris,FRANCE,Medium,Unknown,EMEA,2004,1,4100.0
10225,2004-02-22,Shipped,Classic Cars,35,100.0,5260.15,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,2,3500.0
10238,2004-04-09,Shipped,Classic Cars,44,100.0,6350.96,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2004,4,4400.0
10252,2004-05-26,Shipped,Classic Cars,26,100.0,3559.4,Auto Canal Petit,Paris,FRANCE,Medium,Unknown,EMEA,2004,5,2600.0
10264,2004-06-30,Shipped,Classic Cars,20,100.0,2410.6,Gifts4AllAges.com,Boston,USA,Small,MA,Unknown,2004,6,2000.0
10276,2004-08-02,Shipped,Classic Cars,48,100.0,5713.92,Online Mini Collectables,Brickhaven,USA,Medium,MA,Unknown,2004,8,4800.0
10287,2004-08-30,Shipped,Classic Cars,34,100.0,4300.32,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,3400.0
10299,2004-09-30,Shipped,Classic Cars,49,100.0,7947.31,"Toys of Finland, Co.",Helsinki,FINLAND,Large,Unknown,EMEA,2004,9,4900.0
10310,2004-10-16,Shipped,Classic Cars,40,100.0,5356.8,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2004,10,4000.0
10319,2004-11-03,Shipped,Classic Cars,45,100.0,7901.1,Microscale Inc.,NYC,USA,Large,NY,Unknown,2004,11,4500.0
10330,2004-11-16,Shipped,Classic Cars,50,100.0,6101.0,Cruz & Sons Co.,Makati City,PHILIPPINES,Medium,Unknown,Japan,2004,11,5000.0
10342,2004-11-24,Shipped,Classic Cars,38,100.0,6276.46,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,3800.0
10355,2004-12-07,Shipped,Classic Cars,25,100.0,4203.5,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,12,2500.0
10363,2005-01-06,Shipped,Classic Cars,28,58.18,1629.04,Suominen Souveniers,Espoo,FINLAND,Small,Unknown,EMEA,2005,1,1629.04
10378,2005-02-10,Shipped,Classic Cars,49,67.14,3289.86,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,3289.86
10390,2005-03-04,Shipped,Classic Cars,49,100.0,6862.94,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,4900.0
10110,2003-03-18,Shipped,Classic Cars,42,61.29,2574.18,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2003,3,2574.18
10124,2003-05-21,Shipped,Classic Cars,23,57.73,1327.79,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2003,5,1327.79
10148,2003-09-11,Shipped,Classic Cars,29,81.25,2356.25,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2003,9,2356.25
10161,2003-10-17,Shipped,Classic Cars,25,80.54,2013.5,Heintze Collectables,Aaarhus,DENMARK,Small,Unknown,EMEA,2003,10,2013.5000000000002
10173,2003-11-05,Shipped,Classic Cars,39,71.98,2807.22,Rovelli Gifts,Bergamo,ITALY,Small,Unknown,EMEA,2003,11,2807.2200000000003
10182,2003-11-12,Shipped,Classic Cars,44,69.84,3072.96,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,11,3072.96
10193,2003-11-21,Shipped,Classic Cars,25,76.26,1906.5,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Small,Victoria,APAC,2003,11,1906.5000000000002
10204,2003-12-02,Shipped,Classic Cars,45,76.26,3431.7,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,3431.7000000000003
10213,2004-01-22,Shipped,Classic Cars,25,83.39,2084.75,"Double Decker Gift Stores, Ltd",London,UK,Small,Unknown,EMEA,2004,1,2084.75
10227,2004-03-02,Shipped,Classic Cars,37,57.73,2136.01,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,3,2136.0099999999998
10241,2004-04-13,Shipped,Classic Cars,30,66.99,2009.7,Mini Caravy,Strasbourg,FRANCE,Small,Unknown,EMEA,2004,4,2009.6999999999998
10267,2004-07-07,Shipped,Classic Cars,36,75.55,2719.8,Muscle Machine Inc,NYC,USA,Small,NY,Unknown,2004,7,2719.7999999999997
10279,2004-08-09,Shipped,Classic Cars,26,60.58,1575.08,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,8,1575.08
10288,2004-09-01,Shipped,Classic Cars,23,73.41,1688.43,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2004,9,1688.4299999999998
10302,2003-10-06,Shipped,Classic Cars,23,72.7,1672.1,"UK Collectables, Ltd.",Liverpool,UK,Small,Unknown,EMEA,2003,10,1672.1000000000001
10311,2004-10-16,Shipped,Classic Cars,25,66.99,1674.75,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,10,1674.7499999999998
10332,2004-11-17,Shipped,Classic Cars,21,100.0,3472.98,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,11,2100.0
10344,2004-11-25,Shipped,Classic Cars,26,63.43,1649.18,Marseille Mini Autos,Marseille,FRANCE,Small,Unknown,EMEA,2004,11,1649.18
10367,2005-01-12,Resolved,Classic Cars,44,85.25,3751.0,Toys4GrownUps.com,Pasadena,USA,Medium,CA,Unknown,2005,1,3751.0
10380,2005-02-16,Shipped,Classic Cars,24,100.0,4536.0,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,2400.0
10407,2005-04-22,On Hold,Classic Cars,66,66.99,4421.34,The Sharp Gifts Warehouse,San Jose,USA,Medium,CA,Unknown,2005,4,4421.339999999999
10420,2005-05-29,In Process,Classic Cars,36,57.73,2078.28,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2005,5,2078.2799999999997
10110,2003-03-18,Shipped,Classic Cars,36,85.25,3069.0,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2003,3,3069.0
10124,2003-05-21,Shipped,Classic Cars,22,77.9,1713.8,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2003,5,1713.8000000000002
10148,2003-09-11,Shipped,Classic Cars,25,60.26,1506.5,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2003,9,1506.5
10161,2003-10-17,Shipped,Classic Cars,37,72.76,2692.12,Heintze Collectables,Aaarhus,DENMARK,Small,Unknown,EMEA,2003,10,2692.1200000000003
10172,2003-11-05,Shipped,Classic Cars,32,75.69,2422.08,Gift Depot Inc.,Bridgewater,USA,Small,CT,Unknown,2003,11,2422.08
10182,2003-11-12,Shipped,Classic Cars,47,74.22,3488.34,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,11,3488.34
10192,2003-11-20,Shipped,Classic Cars,37,69.82,2583.34,Online Diecast Creations Co.,Nashua,USA,Small,NH,Unknown,2003,11,2583.3399999999997
10204,2003-12-02,Shipped,Classic Cars,20,62.47,1249.4,Muscle Machine Inc,NYC,USA,Small,NY,Unknown,2003,12,1249.4
10212,2004-01-16,Shipped,Classic Cars,41,82.31,3374.71,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,3374.71
10226,2004-02-26,Shipped,Classic Cars,21,60.26,1265.46,Collectable Mini Designs Co.,San Diego,USA,Small,CA,Unknown,2004,2,1265.46
10241,2004-04-13,Shipped,Classic Cars,22,76.43,1681.46,Mini Caravy,Strasbourg,FRANCE,Small,Unknown,EMEA,2004,4,1681.46
10267,2004-07-07,Shipped,Classic Cars,40,80.1,3204.0,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2004,7,3204.0
10279,2004-08-09,Shipped,Classic Cars,32,74.96,2398.72,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,8,2398.72
10288,2004-09-01,Shipped,Classic Cars,36,66.14,2381.04,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2004,9,2381.04
10301,2003-10-05,Shipped,Classic Cars,27,72.02,1944.54,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Small,Unknown,EMEA,2003,10,1944.54
10311,2004-10-16,Shipped,Classic Cars,26,87.45,2273.7,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,10,2273.7000000000003
10321,2004-11-04,Shipped,Classic Cars,30,70.55,2116.5,FunGiftIdeas.com,New Bedford,USA,Small,MA,Unknown,2004,11,2116.5
10332,2004-11-17,Shipped,Classic Cars,23,56.84,1307.32,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2004,11,1307.3200000000002
10344,2004-11-25,Shipped,Classic Cars,29,59.53,1726.37,Marseille Mini Autos,Marseille,FRANCE,Small,Unknown,EMEA,2004,11,1726.3700000000001
10367,2005-01-12,Resolved,Classic Cars,21,60.37,1267.77,Toys4GrownUps.com,Pasadena,USA,Small,CA,Unknown,2005,1,1267.77
10380,2005-02-16,Shipped,Classic Cars,34,100.0,3441.82,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,2,3400.0
10407,2005-04-22,On Hold,Classic Cars,26,76.43,1987.18,The Sharp Gifts Warehouse,San Jose,USA,Small,CA,Unknown,2005,4,1987.1800000000003
10420,2005-05-29,In Process,Classic Cars,60,64.67,3880.2,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2005,5,3880.2000000000003
10104,2003-01-31,Shipped,Classic Cars,35,55.49,1942.15,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,1,1942.15
10115,2003-04-04,Shipped,Classic Cars,47,69.36,3259.92,Classic Legends Inc.,NYC,USA,Medium,NY,Unknown,2003,4,3259.92
10127,2003-06-03,Shipped,Classic Cars,20,60.69,1213.8,Muscle Machine Inc,NYC,USA,Small,NY,Unknown,2003,6,1213.8
10141,2003-08-01,Shipped,Classic Cars,20,54.33,1086.6,Suominen Souveniers,Espoo,FINLAND,Small,Unknown,EMEA,2003,8,1086.6
10152,2003-09-25,Shipped,Classic Cars,25,65.31,1632.75,"Australian Gift Network, Co",South Brisbane,AUSTRALIA,Small,Queensland,APAC,2003,9,1632.75
10165,2003-10-22,Shipped,Classic Cars,25,69.36,1734.0,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Small,Unknown,Japan,2003,10,1734.0
10176,2003-11-06,Shipped,Classic Cars,27,68.78,1857.06,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2003,11,1857.06
10184,2003-11-14,Shipped,Classic Cars,31,60.11,1863.41,"Iberia Gift Imports, Corp.",Sevilla,SPAIN,Small,Unknown,EMEA,2003,11,1863.41
10195,2003-11-25,Shipped,Classic Cars,44,66.47,2924.68,Mini Classics,White Plains,USA,Small,NY,Unknown,2003,11,2924.68
10207,2003-12-09,Shipped,Classic Cars,49,46.82,2294.18,Diecast Collectables,Boston,USA,Small,MA,Unknown,2003,12,2294.18
10220,2004-02-12,Shipped,Classic Cars,26,56.07,1457.82,"Clover Collections, Co.",Dublin,IRELAND,Small,Unknown,EMEA,2004,2,1457.82
10230,2004-03-15,Shipped,Classic Cars,36,54.33,1955.88,"Blauer See Auto, Co.",Frankfurt,GERMANY,Small,Unknown,EMEA,2004,3,1955.8799999999999
10246,2004-05-05,Shipped,Classic Cars,44,52.6,2314.4,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,5,2314.4
10259,2004-06-15,Shipped,Classic Cars,28,46.82,1310.96,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2004,6,1310.96
10271,2004-07-20,Shipped,Classic Cars,45,64.74,2913.3,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,7,2913.2999999999997
10282,2004-08-20,Shipped,Classic Cars,29,46.82,1357.78,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,8,1357.78
10292,2004-09-08,Shipped,Classic Cars,40,53.75,2150.0,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,9,2150.0
